asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Warthog,Warthog,HOLD,FAIL,HOLD,True,Pigs and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Warthog still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Warthog.png,440,440,RGBA,eb570e6f18da053e03c664581939b92b84a1a70bb842263704d77cf4301545fd,e646b1eb65762f676f9cb51838ac8943e96ab389acf67e9ff55c29db4cd5f432
Wasp,Wasp,PASS,PASS,PASS,True,Insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Wasp.png,440,440,RGBA,603a5024dc97c6aee6b455f5f9e62ebb667b0eb9a43e8b14aa2f81b432156ab4,29c76af030ea0e72f2aff654a34061421e3facf1d451f1c604fec6d895a49808
Water_Beetle,Water Beetle,HOLD,FAIL,HOLD,True,Insects,HIGH,Diving_Beetle,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The oval beetle shell reads, but add flattened paddle-like hind legs and clearer head/thorax segmentation.",Water_Beetle.png,440,440,RGBA,d4decb6476f0e30f84d7d4893dc7fbdb698b684ff03d0a25e36342f1beac0080,3545859f8abafe2d9b08c485357b5db00477e7322693543727c87821a3630b53
Water_Buffalo,Water Buffalo,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Water_Buffalo.png,440,440,RGBA,b74eef2331e987c64db336b7fd9fda51ce580b2eb3439f9b506378f55c9ad351,e6798ded2164db6210ba09d55eb855258da1b79dabe8197b4346b84f7ede30cc
Water_Flea,Water Flea,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Water_Flea.png,440,440,RGBA,99740c4e110b9673d7adca3b142fe92c0e46d1b1886f95adcfa5c7bbad33a4fe,705fe3d49a6c0482836dd1254da7aa75d06a4c7ac85fec6c88e8dbbaab584b84
Water_Snail,Water Snail,HOLD,FAIL,HOLD,True,Gastropods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Water Snail still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Water_Snail.png,440,440,RGBA,53ffb025eec3e342a2a7f0c327bc50628170aeca1aacc63a366d8c5b206c106e,3a1d399c0d2b4ff0f7dc77b54d5325a159e52b210a04709d4c67dfb9cadf1e71
Water_Snake,Water Snake,HOLD,FAIL,HOLD,True,Other snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Water_Snake.png,440,440,RGBA,b98c50f4d7a1fdb541e948a8bbe9fe5eb1fbf4102ca8aaa3f7651a93b5b12d75,efb6d023f56cb0b1b4f5739117b123a9d68e289c37cd12aa43f32a8e68a6225d
Water_Strider,Water Strider,PASS,PASS,FAIL,True,True bugs,HIGH,Chiton,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The very long surface-spanning legs and narrow body now clearly read as a water strider.,Water_Strider.png,440,440,RGBA,f3bc64d1c57611d2f8ce7d38e9b07c60392467904128a0100546add702c265a5,22f958617b85210789b968587fa3e184dfeae7c28d78137d1155dedac06200c9
Water_Vole,Water Vole,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Water_Vole.png,440,440,RGBA,74bed84ed706bb832e3b411da77b70778caa7a4f429a93505b550b5afba4f8e2,adf0a4accd4f1ca90c3bcba519a06c8870db4c27c545bd3174bb5945c84f0827
Weasel,Weasel,HOLD,FAIL,HOLD,True,Weasels and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",Weasel.png,440,440,RGBA,72df706c571e7f68ee966268d5d11c8da5bbeb8457978bdd660e4aff4bebebf0,a36fd611d34756234df76e212a5d5f9fa7e10079fbba9922a4e77f0bec941f0a
Weaverbird,Weaverbird,HOLD,FAIL,HOLD,True,Other or uncertain,HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Swift | Tanager,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Weaverbird still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Weaverbird.png,440,440,RGBA,608a58764b1c74577111509eec7ca6d3f5c289153759197c0838986ce2fd9eb9,7adab709bd183ac72c85be24099a29ec8e73bc5942a8f9b9e6206237917896ce
Whale,Whale,HOLD,FAIL,FAIL,True,Cetaceans,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The broad marine mammal body is present, but clarify horizontal flukes, pectoral flippers and species-neutral whale head while removing fish-like cues.",Whale.png,440,440,RGBA,5dc1f4a8d1b5bddf00bca9d6863538eab6f7ac14f25d921ed254e8d5e1bad00d,6f8fe916d31669dfa548e8c7593fcd198559b7dacb8e9e503c9efd33fcff3ac9
Whale_Shark,Whale Shark,FAIL,FAIL,FAIL,True,Sharks,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The current fish lacks the whale shark’s broad flat head and white spot/stripe pattern. Add a huge filter-feeding mouth, wide head, spotted back and shark fins.",Whale_Shark.png,440,440,RGBA,60fef03312aeef1e4783e8819531a51297f20a6979051006fb16d080d337a8e8,b4eefae67f81da5d5cc09cfd636b37cace244640e40c469bcc4970a1f4d22429
Whip_Snake,Whip Snake,HOLD,FAIL,HOLD,True,Other snakes,HIGH,Anaconda,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Whip_Snake.png,440,440,RGBA,ae96671a77592c711ae44b35ecde8a95cae5d0596f27563e18004137d055b499,37fdde8d19b57ea00bd704fde656f446490c113f8b07efb335f973fab0a28a86
Whiptail,Whiptail,HOLD,FAIL,HOLD,True,Medium and small lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Whiptail.png,440,440,RGBA,b5fa4bed06a2018d762c0cf78819b515adf84a61686c2bd2f6aa7b55c1012f33,2fd4003036bf69b9ef936cde1c71f71f361b97b86fd6c85f7a851c3cdcd6ed19
Whitefish,Whitefish,HOLD,FAIL,HOLD,True,Salmon-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Whitefish.png,440,440,RGBA,da3b1014e20200de256621f749c5955cc0a573bdff9def692c3ceb52e5236cb6,07e954cd00740398c856a6b59ac242b0a1527ec910ae78cbc965594d298fc75e
Wild_Ass,Wild Ass,FAIL,FAIL,HOLD,True,Horses and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The silhouette is still a deer-like ungulate. Use the corrected equid scaffold, then add long donkey ears, upright short mane and tufted tail.",Wild_Ass.png,440,440,RGBA,e3e5e3a960b23b2422d286e6154a2fc5a4ffbda02cae98903784bcca41a8d23f,595d4901443a27b99339170eecc2be7fdc99d2dcefd009fe6a10edcdd68d2cc0
Wild_Boar,Wild Boar,HOLD,FAIL,HOLD,True,Pigs and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Wild Boar still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Wild_Boar.png,440,440,RGBA,608ee6cb3e9959e4ea214c07331eb6b109b6e17347a6e52602ab9d0bbf4c6eb5,e4f62d7a261986544b5b2c82a0bfc278b887b7f563732213b0d9f5e42989836c
Wild_Horse,Wild Horse,FAIL,FAIL,FAIL,True,Equids,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The body remains deer-like with straight rod legs and incorrect head/rear. Use the same corrected equid scaffold required for Horse, with a more rugged mane and build.",Wild_Horse.png,440,440,RGBA,c7a355d1fc76c33b74b363afd62b4905e11f5244e78f268fb2ea61f2abaaaad3,f947195471acd9c293b0fae607ccdd703a3d4e65db0e8927365a0a8a70d2c78f
Wild_Pig,Wild Pig,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Wild Pig still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Wild_Pig.png,440,440,RGBA,662c7255f9c27785e6c94b2e0da2d35656b02b5c9b54912f4df56de500b25698,ec0ebc0153c5cf2d44980cf7a290025d9c8dd0546f2f091e1cc9279eaf8caab6
Wild_Pony,Wild Pony,FAIL,FAIL,HOLD,True,Equids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The animal is not a stocky pony; it uses the same deer-like scaffold. Shorten the legs and neck, deepen the barrel, enlarge the mane/tail and keep articulated equid joints/hooves.",Wild_Pony.png,440,440,RGBA,a76e87be1eb18c441abcfaa55d86e7161a38068cdee933e1f0f983066f368b72,338da17ee6f2187d4f917b6465e92f40e6f096522ed18b6d89cde452e40a659f
Wild_Sheep,Wild Sheep,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Wild Sheep still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Wild_Sheep.png,440,440,RGBA,b54043ab282cccec326b368c2515b0e1df46bd04ccaeb20f2baa03b6fe965b09,7d555e89e6a8a120d05a023dffb126c93c5e15fab890ff78e294600fed96a69e
Wildcat,Wildcat,FAIL,FAIL,FAIL,True,Small and domestic cats,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"Striping is on a hoofed body. Use a true feline torso, paws, cat skull and full tail.",Wildcat.png,440,440,RGBA,f7462fc1f896cbf444b7d3d1259b5689d1b4acc9aabb187fcd70d43d71418235,068ebc0196b5081ecc409119f95b3540e30a9aa7ee945f6b67dcd87f8e0a0a16
Wildebeest,Wildebeest,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Wildebeest.png,440,440,RGBA,040be8cc737d19a5fdad12951ec04ebfdebf185349f2ce56d0b231f690deb267,9d97fce4f066b150a5adc3a2ca09b47820332074985dec5e3e20dd1ded83df95
Wolf,Wolf,FAIL,FAIL,FAIL,True,Dogs and dog-like mammals,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The current wolf is a white/gray deer-like quadruped. Use a deep-chested canid body, powerful paws, long muzzle, upright ears and bushy tail.",Wolf.png,440,440,RGBA,d3c1b482859452ac99ab9f9f91e66152978aa62ca6dd11bea562ca7cdaae63b0,64973bdc2620e85f8ca392c4e2fe044e4ba5042b25dd0f7e30b4c4f24218c1c2
Wolverine,Wolverine,HOLD,FAIL,HOLD,True,Weasels and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",Wolverine.png,440,440,RGBA,3c8ff96a9ce10203c97d32b16c074e59879afda3abba889f08579e0053dfc9a6,c76eb35e8a13b742b8e08cbeb8621768e652f8fb5e92d244911b4ce0b668a8d9
